Location Name,City,County,Latitude,Longitude
Lakehouse Cove at Waterside,Sarasota,Sarasota,27.3348,-82.5375
Palm-Aire Country Club,Sarasota,Sarasota,27.3348,-82.5375
Serendipity Health & Racquet Club,Sarasota,Sarasota,27.3348,-82.5375
Fruitville Park,Sarasota,Sarasota,27.3348,-82.5375
Youth Athletic Complex,Sarasota,Sarasota,27.3348,-82.5375
Siesta Key Public Beach,Sarasota,Sarasota,27.3348,-82.5375
Castel Del Mar,Sarasota,Sarasota,27.3348,-82.5375
Twin Lakes Park,Sarasota,Sarasota,27.3348,-82.5375
Core SRQ - South Branch,Sarasota,Sarasota,27.3348,-82.5375
Shoreview at Lakewood Ranch Waterside by Pulte Homes,Sarasota,Sarasota,27.3348,-82.5375
Sarasota Municipal Auditorium,Sarasota,Sarasota,27.3348,-82.5375
Sarasota Pompano Pickleball,Sarasota,Sarasota,27.3348,-82.5375
Our Y Sadlier Park,Sarasota,Sarasota,27.3348,-82.5375
Grand Park,Sarasota,Sarasota,27.3348,-82.5375
Robert L. Taylor Community Complex,Sarasota,Sarasota,27.3348,-82.5375
Parkside Place,Satellite Beach,Brevard,28.178571,-80.598671
Satellite Beach Community Center,Satellite Beach,Brevard,28.178571,-80.598671
Whispering Palms Mhc And Rv Resort,Sebastian,Indian River,27.790082,-80.478432
Schumann Drive Park,Sebastian,Indian River,27.790082,-80.478432
Sebastian Pickleball Complex,Sebastian,Indian River,27.790082,-80.478432
Sebastian River High School,Sebastian,Indian River,27.790082,-80.478432
Buttonwood Bay RV Resort,Sebring,Highlands,27.492391,-81.435712
Sun n Lake,Sebring,Highlands,27.492391,-81.435712
Charlie Brown Park,Sebring,Highlands,27.492391,-81.435712
Spring Lake Pickleball Club,Sebring,Highlands,27.492391,-81.435712
Tanglewood,Sebring,Highlands,27.492391,-81.435712
Highlands County Tennis Center,Sebring,Highlands,27.492391,-81.435712
North Brandon Family YMCA,Seffner,Hillsborough,27.983333,-82.275833
Higginbotham Park,Seffner,Hillsborough,27.983333,-82.275833
Seminole Lake Family Tennis Center,Seminole,Pinellas,27.8438,-82.7947
Seminole Recreation Division,Seminole,Pinellas,27.8438,-82.7947
Bardmoor Elementary School,Seminole,Pinellas,27.8438,-82.7947
Bardmoor Golf & Tennis Club,Seminole,Pinellas,27.8438,-82.7947
Timber Pines - Lodge Activity Center,Spring Hill,Hernando,28.46551,-82.598084
Delta Woods Park,Spring Hill,Hernando,28.46551,-82.598084
Silverthorn,Spring Hill,Hernando,28.46551,-82.598084
Ron Parker Park,St. Augustine,Saint Johns,29.8364,-81.2745
The Ocean Gallery,St. Augustine,Saint Johns,29.8364,-81.2745
Parkland Preserve by DR Horton,St. Augustine,Saint Johns,29.8364,-81.2745
Villages Of Vilano,St. Augustine,Saint Johns,29.8364,-81.2745
Palencia,St. Augustine,Saint Johns,29.8364,-81.2745
St. Augustine YMCA,St. Augustine,Saint Johns,29.8364,-81.2745
Bannon Lakes,St. Augustine,Saint Johns,29.8364,-81.2745
Conquistador,St. Augustine,Saint Johns,29.8364,-81.2745
Markland Manor House,St. Augustine,Saint Johns,29.8364,-81.2745
Treaty Park,St. Augustine South,St. Johns,29.8922,-81.3139
Del Webb Sunbridge,St. Cloud,Osceola,28.247992,-81.287626
Godwin Park,St. Cloud,Osceola,28.247992,-81.287626
Ted Broda Memorial Park,St. Cloud,Osceola,28.247992,-81.287626
St. George Island Vistor Center,St. George Island,Franklin,29.6585,-84.8802
St Pete Beach Community Center,St. Pete Beach,Pinellas,27.7428,-82.7505
Warren Webster Community Center,St. Pete Beach,Pinellas,27.7428,-82.7505
Coquina Key Park,St. Petersburg,Pinellas,27.772318,-82.638609
Booker Creek Park,St. Petersburg,Pinellas,27.772318,-82.638609
Campbell Park Recreation Center,St. Petersburg,Pinellas,27.772318,-82.638609
Fossil Park,St. Petersburg,Pinellas,27.772318,-82.638609
Tierra Verde Community Association,St. Petersburg,Pinellas,27.772318,-82.638609
YMCA at Lealman Exchange,St. Petersburg,Pinellas,27.772318,-82.638609
Pasadena Community Church,St. Petersburg,Pinellas,27.772318,-82.638609
Shore Acres Recreation Center,St. Petersburg,Pinellas,27.772318,-82.638609
Fuller,St. Petersburg,Pinellas,27.772318,-82.638609
Walter Fuller Recreation Center,St. Petersburg,Pinellas,27.772318,-82.638609
YMCA Of Greater St. Petersburg,St. Petersburg,Pinellas,27.772318,-82.638609
Crescent Lake Park,St. Petersburg,Pinellas,27.772318,-82.638609
Roberts Recreation Center,St. Petersburg,Pinellas,27.772318,-82.638609
Gladden Park Recreation Center,St. Petersburg,Pinellas,27.772318,-82.638609
Lake Vista Recreation Center,St. Petersburg,Pinellas,27.772318,-82.638609
J W Cate Recreation Center,St. Petersburg,Pinellas,27.772318,-82.638609
Waterside North at Coquina Key,St. Petersburg,Pinellas,27.772318,-82.638609
Kingsley Lake Park,Starke,Bradford,29.958299,-82.118518
North River Shores Tennis Club,Stuart,Martin,27.196834,-80.253786
South River Condominiums,Stuart,Martin,27.196834,-80.253786
Halpatiokee Park Tennis Center,Stuart,Martin,27.196834,-80.253786
Stuart Yacht & Country Club,Stuart,Martin,27.196834,-80.253786
YMCA of the Treasure Coast,Stuart,Martin,27.196834,-80.253786
Wojcieszak Park,Stuart,Martin,27.196834,-80.253786
Powerhouse Gym Stuart,Stuart,Martin,27.196834,-80.253786
Spruce Creek South,Summerfield,Marion,28.9958,-82.0214
Del Webb Spruce Creek Golf And Country Club,Summerfield,Marion,28.9958,-82.0214
Stonecrest Community,Summerfield,Marion,28.9958,-82.0214
Sun City Center,Sun City Center,Hillsborough,27.7205,-82.4333
Kings Point South Pickleball Courts,Sun City Center,Hillsborough,27.7205,-82.4333
"The Dunmore Resort, Harbour Island",Surfside,Miami-Dade,25.8784,-80.1256
Surfside Tennis Center,Surfside,Miami-Dade,25.8784,-80.1256
Northside Community Center,Tallahassee,Leon,30.428563,-84.259337
Tom Brown Tennis Center,Tallahassee,Leon,30.428563,-84.259337
Sue Herndon McCollum Community Center,Tallahassee,Leon,30.428563,-84.259337
Jake Gaither Community Center,Tallahassee,Leon,30.428563,-84.259337
Lincoln Neighborhood Center,Tallahassee,Leon,30.428563,-84.259337
Lawrence Gregory Community Center,Tallahassee,Leon,30.428563,-84.259337
Walker-Ford Community Center,Tallahassee,Leon,30.428563,-84.259337
Premier Health & Fitness Center,Tallahassee,Leon,30.428563,-84.259337
Jack L. McLean Jr. Community Center,Tallahassee,Leon,30.428563,-84.259337
Lafayette Park,Tallahassee,Leon,30.428563,-84.259337
Tallahassee Senior Center,Tallahassee,Leon,30.428563,-84.259337
Daniel B Chaires Park and Community Center,Tallahassee,Leon,30.428563,-84.259337
Tamarac Community Center,Tamarac,Broward,26.2129,-80.2498
Woodmont Country Club - Tamarac,Tamarac,Broward,26.2129,-80.2498
Forest Hills Community Center,Tampa,Hillsborough,27.9428,-82.4549
Cordelia B Hunt Center,Tampa,Hillsborough,27.9428,-82.4549
Rowlett Park,Tampa,Hillsborough,27.9428,-82.4549
Northdale Park,Tampa,Hillsborough,27.9428,-82.4549
Loretta Ingraham Center,Tampa,Hillsborough,27.9428,-82.4549
Copeland Park,Tampa,Hillsborough,27.9428,-82.4549
Cuscaden Park,Tampa,Hillsborough,27.9428,-82.4549
Madison Street Park,Tampa,Hillsborough,27.9428,-82.4549
Julian B Lane Riverfront Park,Tampa,Hillsborough,27.9428,-82.4549
Westchase Park & Recreation Center,Tampa,Hillsborough,27.9428,-82.4549
Martin Luther King Jr Center,Tampa,Hillsborough,27.9428,-82.4549
Foster Park,Tampa,Hillsborough,27.9428,-82.4549
Emanuel P. Johnson Recreation Center,Tampa,Hillsborough,27.9428,-82.4549
South Tampa Family YMCA,Tampa,Hillsborough,27.9428,-82.4549
SportsSpace Tampa,Tampa,Hillsborough,27.9428,-82.4549
Police Athletic League,Tampa,Hillsborough,27.9428,-82.4549
HCC Tennis & Pickleball Center,Tampa,Hillsborough,27.9428,-82.4549
Northlakes Sports Complex,Tampa,Hillsborough,27.9428,-82.4549
Port Tampa Community Center,Tampa,Hillsborough,27.9428,-82.4549
New Tampa Family YMCA,Tampa,Hillsborough,27.9428,-82.4549
South Pointe Alexis HOA,Tarpon Springs,Pinellas,28.145833,-82.756944
Tarpon Tennis Club,Tarpon Springs,Pinellas,28.145833,-82.756944
Tarpon Springs Recreation Department,Tarpon Springs,Pinellas,28.145833,-82.756944
Royal Harbor Property,Tavares,Lake,28.801027,-81.73405
Golden Triangle YMCA,Tavares,Lake,28.801027,-81.73405
Temple Terrace Riverhills Pickleball Courts,Temple Terrace,Hillsborough,28.0353,-82.3893
Temple Terrace Family Recreation Complex,Temple Terrace,Hillsborough,28.0353,-82.3893
Bacall Pool & Recreation Center,The Villages,Sumter,28.9335,-82.0046
Allamanda Pool & Recreation Center,The Villages,Sumter,28.9335,-82.0046
Aviary,The Villages,Sumter,28.9335,-82.0046
Hibiscus Pool & Recreation Center,The Villages,Sumter,28.9335,-82.0046
Colony Cottage Pool & Recreation Center,The Villages,Sumter,28.9335,-82.0046
Fish Hawk courts,The Villages,Sumter,28.9335,-82.0046
Moyer Recreation Center,The Villages,Sumter,28.9335,-82.0046
Mulberry Grove Pool & Recreation Center,The Villages,Sumter,28.9335,-82.0046
El Santiago Pool & Recreation Center,The Villages,Sumter,28.9335,-82.0046
DeLuna Recreation Center,The Villages,Sumter,28.9335,-82.0046
Rohan Recreation Center,The Villages,Sumter,28.9335,-82.0046
Saddlebrook Neighborhood Pool,The Villages,Sumter,28.9335,-82.0046
Sawgrass,The Villages,Sumter,28.9335,-82.0046
Coconut Cove Pool & Recreation Center,The Villages,Sumter,28.9335,-82.0046
Seabreeze Courts,The Villages,Sumter,28.9335,-82.0046
Spanish Moss,The Villages,Sumter,28.9335,-82.0046
Captiva Pool & Recreation Center,The Villages,Sumter,28.9335,-82.0046
Captiva,The Villages,Sumter,28.9335,-82.0046
Manatee,The Villages,Sumter,28.9335,-82.0046
Bradenton Pool & Recreation Center,The Villages,Sumter,28.9335,-82.0046
Burnsed,The Villages,Sumter,28.9335,-82.0046
Big Cypress,The Villages,Sumter,28.9335,-82.0046
The Great Outdoors RV Resort,Titusville,Brevard,28.569712,-80.819141
Titusville YMCA,Titusville,Brevard,28.569712,-80.819141
St Teresa Catholic School,Titusville,Brevard,28.569712,-80.819141
Singleton Courts,Titusville,Brevard,28.569712,-80.819141
Treasure Bay Golf & Tennis,Treasure Island,Pinellas,27.7692,-82.769
Venice Christian School Inc.,Venice,Sarasota,27.0993,-82.4489
Hecksher Park,Venice,Sarasota,27.0993,-82.4489
Woodmere Park,Venice,Sarasota,27.0993,-82.4489
Venice Community Center,Venice,Sarasota,27.0993,-82.4489
Bird Bay Village,Venice,Sarasota,27.0993,-82.4489
Pinebrook Park,Venice,Sarasota,27.0993,-82.4489
Foxworthy Campus / Bypass Park,Venice,Sarasota,27.0993,-82.4489
Laurel park Nokomis,Venice,Sarasota,27.0993,-82.4489
Bay Indies Resort Community,Venice,Sarasota,27.0993,-82.4489
Pocahontas Park,Vero Beach,Indian River,27.632985,-80.403075
South County Regional Park,Vero Beach,Indian River,27.632985,-80.403075
Church of Jesus Christ of Latter-day Saints,Vero Beach,Indian River,27.632985,-80.403075
Vero Fitness,Vero Beach,Indian River,27.632985,-80.403075
Vista Royale,Vero Beach,Indian River,27.632985,-80.403075
Indian River County IG Center,Vero Beach,Indian River,27.632985,-80.403075
Thousand Trails Peace River RV & Camping Resort,Wauchula,Hardee,27.551742,-81.807388
Christian Church In The Wildwood,Weeki Wachee,Hernando,28.5156,-82.5729
Firehouse Pickleball Courts,Welaka,Putnam,29.478889,-81.671667
Arden,Wellington,Palm Beach,26.6618,-80.2684
Okeeheelee Park,Wellington,Palm Beach,26.6618,-80.2684
Greenview Shores Park,Wellington,Palm Beach,26.6618,-80.2684
Wellington Boys and Girls Club,Wellington,Palm Beach,26.6618,-80.2684
Wellington Village Park,Wellington,Palm Beach,26.6618,-80.2684
Wesley Chapel District Park Recreation Center,Wesley Chapel,Pasco,28.210365,-82.288956
Greenwood Village,West Melbourne,Brevard,28.0717,-80.6534
Suncoast Community High School,West Palm Beach,Palm Beach,26.713956,-80.065874
Club Baywinds,West Palm Beach,Palm Beach,26.713956,-80.065874
Howard Park Community Center,West Palm Beach,Palm Beach,26.713956,-80.065874
Villages of Palm Beach Lakes,West Palm Beach,Palm Beach,26.713956,-80.065874
Lake Lytal Park,West Palm Beach,Palm Beach,26.713956,-80.065874
Westgate Park and Recreation Center,West Palm Beach,Palm Beach,26.713956,-80.065874
Lilac Park,West Palm Beach,Palm Beach,26.713956,-80.065874
Okeeheelee Park,West Palm Beach,Palm Beach,26.713956,-80.065874
Perini Park,West Palm Beach,Palm Beach,26.713956,-80.065874
Green Acres Freedom Park,West Palm Beach,Palm Beach,26.713956,-80.065874
The Club at Ibis,West Palm Beach,Palm Beach,26.713956,-80.065874
Century Village West Palm Beach,West Palm Beach,Palm Beach,26.713956,-80.065874
Cresswind Palm Beach at Westlake,Westlake,Palm Beach,26.747,-80.3077
Weston Racquet Club,Weston,Palm Beach,26.1004,-80.3998
Weston Regional Park,Weston,Palm Beach,26.1004,-80.3998
Weston Regional Park - Basketball Courts,Weston,Palm Beach,26.1004,-80.3998
Bonaventure Town Center Club,Weston,Palm Beach,26.1004,-80.3998
Markham Park,Weston,Palm Beach,26.1004,-80.3998
Midtown Athletic Club,Weston,Palm Beach,26.1004,-80.3998
Cattail,Wildwood,Sumter,28.845353,-82.03473
Homestead,Wildwood,Sumter,28.845353,-82.03473
Everglades Recreation Complex,Wildwood,Sumter,28.845353,-82.03473
Water Lily,Wildwood,Sumter,28.845353,-82.03473
Riverbend Recreation Center,Wildwood,Sumter,28.845353,-82.03473
Ezell,Wildwood,Sumter,28.845353,-82.03473
Williston Crossings RV Resort,Williston,Levy,29.397737,-82.485601
Manor Grove Village Four,Wilton Manors,Broward,26.1604,-80.1389
Hagen Park Community Center,Wilton Manors,Broward,26.1604,-80.1389
Valencia Lakes,Wimauma,Hillsborough,27.701497,-82.315136
Veterans Memorial Park,Winter Garden,Orange,28.4867,-81.6051
West Orange Recreation Center,Winter Garden,Orange,28.4867,-81.6051
Winter Haven City Tennis Center,Winter Haven,Polk,27.999296,-81.751507
Faith Baptist Church,Winter Haven,Polk,27.999296,-81.751507
Four Lakes Golf Club,Winter Haven,Polk,27.999296,-81.751507
Lake Ashton Golf Club,Winter Haven,Polk,27.999296,-81.751507
Cady Way Recreation Center,Winter Park,Orange,28.597824,-81.353436
Phelps Park,Winter Park,Orange,28.597824,-81.353436
Goldenrod Recreation Center,Winter Park,Orange,28.597824,-81.353436
Wedgewood Tennis Villas,Winter Springs,Seminole,28.683097,-81.281367
Trotwood Park,Winter Springs,Seminole,28.683097,-81.281367
Lake View at Grand Oaks,World Golf Village,St. Johns,29.9917,-81.4705
Zellwood Properties,Zellwood,Orange,28.71944,-81.576174
East Pasco YMCA,Zephyrhills,Pasco,28.2333,-82.1813
Betmar Acres Courts,Zephyrhills,Pasco,28.2333,-82.1813
Sarah Vande Berg Tennis Center,Zephyrhills,Pasco,28.2333,-82.1813
Southern Charm RV Resort,Zephyrhills,Pasco,28.2333,-82.1813
Meadow Pointe,Zephyrhills,Pasco,28.2333,-82.1813
Lake Bernadette,Zephyrhills,Pasco,28.2333,-82.1813
Zephyr Park,Zephyrhills,Pasco,28.2333,-82.1813
